,domain,bundle,demand_side_revenue,auctions,week,weekCount
10049,Colorfull - Calm Coloring Book,,0.0,1,12,1
10050,theprudentgarden.com,,0.0,4,12,1
10051,chippewa.com,,0.0,6,12,1
10052,ingyenszexfilmek.hu,,0.0,1,12,1
10053,pixcontroller.com,,0.0,13,12,1
10054,ognigiorno-cucina.net,,0.0,2,12,1
10055,idsa.in,,0.0,3,12,1
10056,madeinmykitchen.com,,0.0,1,12,1
10057,drovers.com,,0.0,63,12,1
10058,bestdatingtipsforwomen.com,,0.0,19,12,1
10059,trucksimulator2.ru,,0.0,12,12,1
10060,officewriting.com,,0.0,1,12,1
10061,audionitro.com,,0.0,2,12,1
10062,tudoaquinatal.com.br,,0.0,1,12,1
10063,futeinvest.com,,0.0,5,12,1
10064,filmix.me,,0.0,1,12,1
10065,oratoris.ru,,0.0,1,12,1
10066,triviacrackanswers.org,,0.0,1,12,1
10067,d-29911439912499436791.ampproject.net,,0.0,1,12,1
10068,lovablevibes.co,,0.0,1,12,1
10069,rawandnaturalhealth.com,,0.0,1,12,1
10070,rustikmagazine.com,,0.0,1,12,1
10071,bhbasket.ba,,0.0,4,12,1
10072,eplumbingcourses.com,,0.0,1,12,1
10073,photobox.com,,0.0,2,12,1
10074,onderwijsonline.nl,,0.0,7,12,1
10075,homeinsteaders.org,,0.0,4,12,1
10076,mobilenapps.com,,0.0,1,12,1
10077,Photo Grid-Photo Collage Maker,,0.0,1,12,1
10078,toyama-asbb.com,,0.0,2,12,1
10079,albertsons.com,,0.0,2,12,1
10080,adzbux.com,,0.0,3,12,1
10081,themechanicalo722.club,,0.0,3,12,1
10082,tagmum.com,,0.0,11,12,1
10083,manodienynas.lt,,0.0,3,12,1
10084,4bigv.com,,0.0,25,12,1
10085,dni.ru,,0.0,252,12,1
10086,familygo.eu,,0.0,2,12,1
10087,lowcarbmaven.com,,0.0,16,12,1
10088,kozvetitesek.tv,,0.0,7,12,1
10089,smilingcolors.com,,0.0,3,12,1
10090,catalyst.org,,0.0,1,12,1
10091,zonaeconomica.com,,0.0,1,12,1
10092,binaryage.com,,0.0,4,12,1
10093,2018bestcar.com,,0.0,3,12,1
10094,powerhouseph.com,,0.0,2,12,1
10095,nytriathlons.com,,0.0,1,12,1
10096,welovedates.com,,0.0,22,12,1
10097,onecle.com,,0.0,1,12,1
10098,buytopia.ca,,0.0,6,12,1
10099,http://mopub2_3.guytiojzgy3dimy.com,,0.0,15,12,1
10100,nickknockedmeup.com,,0.0,1,12,1
10101,mathewsachin.github.io,,0.0,1,12,1
10102,eveofreduction.com,,0.0,2,12,1
10103,schooltimesnippets.com,,0.0,7,12,1
10104,upwardly.in,,0.0,2,12,1
10105,stylevanity.com,,0.0,3,12,1
10106,epctv.com,,0.0,1,12,1
10107,pne.ca,,0.0,1,12,1
10108,godiva.com,,0.0,2,12,1
10109,pressurecookingtoday.com,,0.0,4,12,1
10110,esafemart.com,,0.0,1,12,1
10111,handheld.com.vn,,0.0,1,12,1
10112,travel141.cn,,0.0,1,12,1
10113,myTalk 107.1 | Entertainment,,0.0,5,12,1
10114,lifehacks.host,,0.0,2,12,1
10115,hindufaqs.com,,0.0,6,12,1
10116,materialesgraficosdegaby.blogspot.com.es,,0.0,8,12,1
10117,telugulyrics.co.in,,0.0,1,12,1
10118,fhpliving.co.uk,,0.0,1,12,1
10119,finanzaspersonales.co,,0.0,5,12,1
10120,tuttoreggiana.com,,0.0,3,12,1
10121,marriedpeopleproblems.com,,0.0,1,12,1
10122,bilgiveyorum.com,,0.0,1,12,1
10123,sndcdn.com,,0.0,1,12,1
10124,mearnsleader.co.uk,,0.0,2,12,1
10125,playsnowboardgames.com,,0.0,1,12,1
10126,hiphophotwire.com,,0.0,130,12,1
10127,e-to-china.com,,0.0,1,12,1
10128,mbinc12.mb32b,,0.0,4,12,1
10129,thewinnersenclosure.com,,0.0,6,12,1
10130,foundationforpn.org,,0.0,1,12,1
10131,520404360,,0.0,2,12,1
10132,info.elblag.pl,,0.0,3,12,1
10133,d-2687606887429159699.ampproject.net,,0.0,1,12,1
10134,piano-player.info,,0.0,1,12,1
10135,socalfieldtrips.com,,0.0,2,12,1
10136,shopcasio.com,,0.0,2,12,1
10137,gorjana.com,,0.0,3,12,1
10138,photos-camions.com,,0.0,1,12,1
10139,canadasmallbiz.com,,0.0,1,12,1
10140,livinglikeleila.com,,0.0,1,12,1
10141,deepaknair.com,,0.0,1,12,1
10142,upccodelookup.co,,0.0,1,12,1
10143,excel-vorlagen.net,,0.0,2,12,1
10144,artesanatofofo.blogspot.com.br,,0.0,2,12,1
10145,comrademalik.com,,0.0,4,12,1
10146,d-30177575501865018497.ampproject.net,,0.0,1,12,1
10147,coffeecup.com,,0.0,1,12,1
10148,episd.org,,0.0,1,12,1
10149,http://appexpressmopub.com,,0.0,2,12,1
10150,tron-vijesti.com,,0.0,2,12,1
10151,d-133615081982001499.ampproject.net,,0.0,1,12,1
10152,forumsclub.com,,0.0,1,12,1
10153,amateursolution.com,,0.0,1,12,1
10154,Bitcoin·,,0.0,5,12,1
10155,resept-shagi.ru,,0.0,1,12,1
10156,clubfrontier.org,,0.0,1,12,1
10157,pbworks.com,,0.0,5,12,1
10158,clipytut.ru,,0.0,3,12,1
10159,rongbachkim.com,,0.0,1,12,1
10160,witf.org,,0.0,2,12,1
10161,quotesberry.com,,0.0,1,12,1
10162,mrhardware.com,,0.0,1,12,1
10163,xn--u9j1paa5819aldn22a23du38b5x2avm7a4les18cv7r.com,,0.0,5,12,1
10164,gadgetviper.com,,0.0,3,12,1
10165,xn--jamieoliverenespaol-c4b.com,,0.0,1,12,1
10166,songo-9dades.net,,0.0,3,12,1
10167,afw.com,,0.0,6,12,1
10168,technonutty.com,,0.0,6,12,1
10169,mp3pn.info,,0.0,4,12,1
10170,961.com.au,,0.0,2,12,1
10171,desene-subtitrate-dublate.blogspot.co.at,,0.0,1,12,1
10172,loghometour.com,,0.0,2,12,1
10173,fiestasinfantilesdecora.blogspot.com.es,,0.0,3,12,1
10174,employmentvibrant.net,,0.0,1,12,1
10175,newsvideo.su,,0.0,2,12,1
10176,farmfutures.com,,0.0,1,12,1
10177,dagelijks.nu,,0.0,2,12,1
10178,atypicalenglishhome.com,,0.0,11,12,1
10179,derrydaily.net,,0.0,2,12,1
10180,duracuire.fr,,0.0,1,12,1
10181,democraticpeoplemeet.com,,0.0,1,12,1
10182,cyberforum.ru,,0.0,1,12,1
10183,most-expensive.com,,0.0,8,12,1
10184,kinonews.ru,,0.0,2,12,1
10185,thailand-business-news.com,,0.0,8,12,1
10186,mcpb.fr,,0.0,1,12,1
10187,homelidays.es,,0.0,1,12,1
10188,w3function.com,,0.0,1,12,1
10189,Milliyet Haber,,0.0,1,12,1
10190,winkslots.com,,0.0,1,12,1
10191,goeoffice.com,,0.0,1,12,1
10192,usplastic.com,,0.0,2,12,1
10193,motopodprad.pl,,0.0,1,12,1
10194,melia.com,,0.0,5,12,1
10195,laescuelaviva.com,,0.0,8,12,1
10196,forcetoknow.com,,0.0,4,12,1
10197,leaknaija.com.ng,,0.0,1,12,1
10198,indiarailinfo.com,,0.0,6,12,1
10199,zergnet.com,,0.0,16,12,1
10200,bestquotes.com,,0.0,2,12,1
10201,burgundywave.com,,0.0,1,12,1
10202,gardenate.com,,0.0,3,12,1
10203,sweetspeeches.com,,0.0,7,12,1
10204,nursingtestbank.info,,0.0,1,12,1
10205,digiii.com,,0.0,22,12,1
10206,coin5s.com,,0.0,1,12,1
10207,felizdiadelamorylaamistad.com,,0.0,1,12,1
10208,petsmart.com,,0.0,7,12,1
10209,zerodha.com,,0.0,2,12,1
10210,recoilmag.com,,0.0,1,12,1
10211,504265646,,0.0,1,12,1
10212,whitepageshistory.ru,,0.0,2,12,1
10213,buzzfudge.com,,0.0,1,12,1
10214,go-jamaica.com,,0.0,1,12,1
10215,expressaccount.com,,0.0,4,12,1
10216,currenthealthtips.com,,0.0,5,12,1
10217,voonyx.net,,0.0,1,12,1
10218,guiasaoroque.com.br,,0.0,1,12,1
10219,thedailyjournal.com,,0.0,2,12,1
10220,http://anonymousentertainmentapp7ab3e20a569fe8a7b1d03accfmopub.com,,0.0,1,12,1
10221,imoveisbelani.blogspot.com.br,,0.0,1,12,1
10222,japanoob.fr,,0.0,1,12,1
10223,bestfamilypictures.com,,0.0,2,12,1
10224,asprinkleofjoy.com,,0.0,4,12,1
10225,wavvy.ru,,0.0,1,12,1
10226,http%3A%2F%2Fvariety.co,,0.0,1,12,1
10227,catarinavestibular.com.br,,0.0,7,12,1
10228,up-climbing.com,,0.0,1,12,1
10229,unipvirtual.com.br,,0.0,1,12,1
10230,alchimiaweb.com,,0.0,1,12,1
10231,apache.org,,0.0,1,12,1
10232,rockislandtoday.com,,0.0,1,12,1
10233,hogaria.net,,0.0,1,12,1
10234,healthfitnessrevolution.com,,0.0,4,12,1
10235,http://mopub2_3.gy2dmmzxha4teoa.com,,0.0,1,12,1
10236,tampagov.net,,0.0,1,12,1
10237,vauxhall.co.uk,,0.0,11,12,1
10238,myskinnyteam.com,,0.0,10,12,1
10239,opensky.com,,0.0,2,12,1
10240,cubaencuentro.com,,0.0,4,12,1
10241,jeu2048.fr,,0.0,36,12,1
10242,e3raph.com,,0.0,4,12,1
10243,scottishmum.com,,0.0,1,12,1
10244,nonsoloturisti.it,,0.0,2,12,1
10245,whiteblaze.net,,0.0,3,12,1
10246,whataddress.co.uk,,0.0,1,12,1
10247,endomondo.com,,0.0,1,12,1
10248,solitariomahjong.com,,0.0,2,12,1
10249,foodsdictionary.co.il,,0.0,5,12,1
10250,usa-eventer.com,,0.0,1,12,1
10251,will-reiten.de,,0.0,1,12,1
10252,datingdirect.com,,0.0,2,12,1
10253,rondoniaqui.com.br,,0.0,2,12,1
10254,lamaneta.org,,0.0,4,12,1
10255,birmingham.ac.uk,,0.0,4,12,1
10256,smdailypress.com,,0.0,1,12,1
10257,traitement-articulations.eu,,0.0,2,12,1
10258,joan-miro.net,,0.0,9,12,1
10259,agviaggi.it,,0.0,1,12,1
10260,frugalhotspot.com,,0.0,2,12,1
10261,countrysmallholding.com,,0.0,5,12,1
10262,valeoclique.com.br,,0.0,3,12,1
10263,algerie-focus.com,,0.0,1,12,1
10264,samolety.org,,0.0,2,12,1
10265,i-dome.com,,0.0,1,12,1
10266,dji.com,,0.0,4,12,1
10267,bosanskikuhar.ba,,0.0,25,12,1
10268,nerdarchy.com,,0.0,25,12,1
10269,http://mopub2_3.he2tmmbyge2dmny.com,,0.0,11,12,1
10270,losbanosenterprise.com,,0.0,2,12,1
10271,homesecurityspecial.com,,0.0,1,12,1
10272,renklinot.com,,0.0,1,12,1
10273,universomlm.com,,0.0,1,12,1
10274,naijaonlinebiz.com,,0.0,2,12,1
10275,newsopenminds.com,,0.0,3,12,1
10276,ketoandkiddos.com,,0.0,1,12,1
10277,lfconline.co.uk,,0.0,1,12,1
10278,rosapastel.net,,0.0,1,12,1
10279,Zombie Exodus,,0.0,2,12,1
10280,procharger.com,,0.0,2,12,1
10281,commentfaiton.com,,0.0,5,12,1
10282,funhairstyleideas.com,,0.0,1,12,1
10283,muviza.info,,0.0,1,12,1
10284,http://mopub2_3.geydsnjqg43tqnzz.com,,0.0,1,12,1
10285,detroitisit.com,,0.0,3,12,1
10286,webadvise.net,,0.0,1,12,1
10287,web-operations.jp,,0.0,3,12,1
10288,aniamaluje.com,,0.0,2,12,1
10289,cdispatch.com,,0.0,16,12,1
10290,financialafrik.com,,0.0,2,12,1
10291,lasvegassun.com,,0.0,8,12,1
10292,inazumanews2.com,,0.0,43,12,1
10293,mvagcdownloader.tk,,0.0,4,12,1
10294,auchan.fr,,0.0,1,12,1
10295,epertutti.com,,0.0,2,12,1
10296,kizlarkizlar.com,,0.0,8,12,1
10297,oldtruckbuyer.com,,0.0,1,12,1
10298,hindigrammaronline.com,,0.0,1,12,1
10299,eyelashes-fashion.com,,0.0,5,12,1
10300,gofasano.it,,0.0,4,12,1
10301,shoppingandinfo.com,,0.0,7,12,1
10302,austinhomesearch.com,,0.0,1,12,1
10303,bitshdvpn.com,,0.0,3,12,1
10304,acapellas4u.co.uk,,0.0,3,12,1
10305,recoverydatabase.net,,0.0,4,12,1
10306,midwestmoviemaker.com,,0.0,2,12,1
10307,sacred-destinations.com,,0.0,3,12,1
10308,biographynetworth.com,,0.0,6,12,1
10309,memuplay.com,,0.0,2,12,1
10310,astrosafari.com,,0.0,3,12,1
10311,marshallparthenon.com,,0.0,1,12,1
10312,http://mopub2_3.guztmojzgy4demy.com,,0.0,1,12,1
10313,casertafocus.net,,0.0,3,12,1
10314,era.je,,0.0,1,12,1
10315,tutormathphysics.com,,0.0,1,12,1
10316,bestthingsks.com,,0.0,1,12,1
10317,hisdearlyloveddaughter.com,,0.0,3,12,1
10318,psychedelicadventure.net,,0.0,6,12,1
10319,myprivatesearch.com,,0.0,1,12,1
10320,littleloveliesblog.com,,0.0,1,12,1
10321,mobilehomeremodelingsupplies.com,,0.0,1,12,1
10322,geocaching.com,,0.0,10,12,1
10323,arizona-leisure.com,,0.0,1,12,1
10324,opptrends.com,,0.0,5,12,1
10325,worldscholarshipforum.com,,0.0,3,12,1
10326,"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",,0.0,28,12,1
10327,aphim.co,,0.0,2,12,1
10328,iamsterdam.com,,0.0,2,12,1
10329,livewallpaperswide.com,,0.0,1,12,1
10330,natfka.blogspot.jp,,0.0,1,12,1
10331,f1maximaal.nl,,0.0,1,12,1
10332,pramborsfm.com,,0.0,3,12,1
10333,hairstyledesires.com,,0.0,1,12,1
10334,quandchoupetteetpapounecuisinent.fr,,0.0,2,12,1
10335,doggiedesires.com,,0.0,1,12,1
10336,cococakeland.com,,0.0,2,12,1
10337,tec-cia.com.br,,0.0,1,12,1
10338,nutritiouseats.com,,0.0,2,12,1
10339,practicallyperfectmeg.com,,0.0,5,12,1
10340,reclinerrepairguy.com,,0.0,2,12,1
10341,knitt.net,,0.0,1,12,1
10342,claudiaglamone.com,,0.0,1,12,1
10343,mywotmods.com,,0.0,1,12,1
10344,dotmsr.com,,0.0,5,12,1
10345,desainkuminimalis.com,,0.0,1,12,1
10346,dailyfx.com,,0.0,2,12,1
10347,473299958,,0.0,1,12,1
10348,antikor.co,,0.0,1,12,1
10349,Wordalot – Picture Crossword,,0.0,94,12,1
10350,gastritisbehandlung.com,,0.0,2,12,1
10351,2proo.net,,0.0,2,12,1
10352,1plus1.video,,0.0,19,12,1
10353,dead.net,,0.0,9,12,1
10354,juegosdb.com,,0.0,1,12,1
10355,cloudnovel.net,,0.0,5,12,1
10356,secretsocietieswebsite.com,,0.0,4,12,1
10357,hozhit.ru,,0.0,1,12,1
10358,candacemonacelli.com,,0.0,4,12,1
10359,headandshoulders.de,,0.0,3,12,1
10360,sundayschoolkids.com,,0.0,5,12,1
10361,sekada.de,,0.0,4,12,1
10362,smoothiex12.blogspot.com,,0.0,5,12,1
10363,bartravel.com,,0.0,3,12,1
10364,lesplacomusophiles.com,,0.0,1,12,1
10365,elblogdedaniel.com,,0.0,3,12,1
10366,schoolmenu.com,,0.0,16,12,1
10367,hippson.se,,0.0,7,12,1
10368,togobreakingnews.info,,0.0,4,12,1
10369,123newyear.com,,0.0,2,12,1
10370,coconow.today,,0.0,12,12,1
10371,bigshotbikes.com,,0.0,1,12,1
10372,daftarorangterkayadunia.blogspot.com,,0.0,3,12,1
10373,lasardegna.es,,0.0,1,12,1
10374,picardie.fr,,0.0,1,12,1
10375,jaringan.link,,0.0,1,12,1
10376,gypsysouldiaries.com,,0.0,1,12,1
10377,comicsbulletin.com,,0.0,1,12,1
10378,apkbux.com,,0.0,1,12,1
10379,mauriciohm.com,,0.0,1,12,1
10380,floripacarros.com.br,,0.0,3,12,1
10381,wegenbelasting.nl,,0.0,1,12,1
10382,vitamintalent.com,,0.0,2,12,1
10383,gamingenthusiast.net,,0.0,5,12,1
10384,padmanews24.com,,0.0,255,12,1
10385,NWADG,,0.0,1,12,1
10386,onceuponapan.com,,0.0,2,12,1
10387,minhaprimeiramoto.blogspot.com.br,,0.0,1,12,1
10388,irsmedic.com,,0.0,1,12,1
10389,motorka.pro,,0.0,4,12,1
10390,suaratv.org,,0.0,1,12,1
10391,cifayonne.com,,0.0,1,12,1
10392,soldierswifecrazylife.com,,0.0,1,12,1
10393,cronometronline.com.br,,0.0,1,12,1
10394,nacktefrauen24.com,,0.0,1,12,1
10395,mein-barcelona.com,,0.0,1,12,1
10396,japtem.blogspot.dk,,0.0,1,12,1
10397,creativeadawards.com,,0.0,2,12,1
10398,tvhappy.ro,,0.0,1,12,1
10399,olimpis.ru,,0.0,1,12,1
10400,trendinghairstyles.com,,0.0,2,12,1
10401,americancrimestory.org,,0.0,4,12,1
10402,maxigadget.com,,0.0,3,12,1
10403,manufacturer.com,,0.0,2,12,1
10404,portalbebes.net,,0.0,4,12,1
10405,pole-emplois.org,,0.0,1,12,1
10406,citytv.com,,0.0,2,12,1
10407,scottishchildrenslottery.com,,0.0,1,12,1
10408,gifanimate.com,,0.0,2,12,1
10409,ourbksocial.com,,0.0,1,12,1
10410,Radio and Music Online (Радио),,0.0,2,12,1
10411,http://mopub2_3.geydsnbxge2tcmjv.com,,0.0,2,12,1
10412,world-archaeology.com,,0.0,2,12,1
10413,newshd.net,,0.0,3,12,1
10414,kidschoiceawards.com,,0.0,1,12,1
10415,harlingenonline.nl,,0.0,2,12,1
10416,roadtovintage.com,,0.0,2,12,1
10417,iVideo,,0.0,1,12,1
10418,licknriff.com,,0.0,1,12,1
10419,pupcity.com,,0.0,1,12,1
10420,smileyforum.net,,0.0,1,12,1
10421,downloadmodapks.com,,0.0,1,12,1
10422,jorgepedroza.com,,0.0,3,12,1
10423,xn--marcelladrin-mbb.com,,0.0,1,12,1
10424,a-pfg.com,,0.0,4,12,1
10425,wild-styles.com,,0.0,1,12,1
10426,quizhook.com,,0.0,8,12,1
10427,rceno.com,,0.0,2,12,1
10428,myrecipetreasures.com,,0.0,2,12,1
10429,ps4home.com,,0.0,9,12,1
10430,revistainmueble.es,,0.0,1,12,1
10431,xn--apellidosespaa-2nb.com,,0.0,1,12,1
10432,chihuahuapedia.com,,0.0,13,12,1
10433,defencematrimony.com,,0.0,2,12,1
10434,beichthaus.com,,0.0,3,12,1
10435,amigosbarcelona.com,,0.0,1,12,1
10436,protestilista.com,,0.0,6,12,1
10437,wishyoucard.com,,0.0,2,12,1
10438,horse-canada.com,,0.0,1,12,1
10439,gochai.vn,,0.0,4,12,1
10440,root-android.in,,0.0,1,12,1
10441,d-5394928563490729758.ampproject.net,,0.0,1,12,1
10442,androidpipe.com,,0.0,1,12,1
10443,pcprotect.com,,0.0,1,12,1
10444,alplatuvendrasarbeyu.es,,0.0,4,12,1
10445,closehead.co,,0.0,1,12,1
10446,yellownews.gr,,0.0,2,12,1
10447,Clean Hunt (Free Cleaner,,0.0,2,12,1
10448,contentmentquesting.com,,0.0,3,12,1
10449,http%3A%2F%2Fcbslocal.co,,0.0,1,12,1
10450,ouicestchic.com,,0.0,2,12,1
10451,rsagroup.ca,,0.0,1,12,1
10452,vectorstock.com,,0.0,4,12,1
10453,Smash Dude�� 2,,0.0,1,12,1
10454,lepetitarbre.com,,0.0,4,12,1
10455,lesaffaires.com,,0.0,3,12,1
10456,famdental.ru,,0.0,1,12,1
10457,wuz.it,,0.0,1,12,1
10458,vermalaga.com,,0.0,1,12,1
10459,forum1911.com,,0.0,1,12,1
10460,subpav.org,,0.0,1,12,1
10461,Jackâd - Gay Chat,,0.0,1,12,1
10462,wiktionary.org,,0.0,1,12,1
10463,Go_Music_Player_Plus_-_com.jb.go.musicplayer.mp3player_49f66fc58fef4540aeeee3456b9e1faa_Go_Music_Player_Plus_300x250_Android_MEDIUMRECTANGLE_300x250_IAB9,,0.0,1,12,1
10464,iledenoirmoutiertriathlon.com,,0.0,1,12,1
10465,effi.com.br,,0.0,3,12,1
10466,ruscams.com,,0.0,1,12,1
10467,universitariamente.com,,0.0,1,12,1
10468,infoplaneta.net,,0.0,1,12,1
10469,herworld.com,,0.0,1,12,1
10470,counsyl.com,,0.0,1,12,1
10471,spin-off.fr,,0.0,2,12,1
10472,saucony.com,,0.0,1,12,1
10473,1087161387,,0.0,1,12,1
10474,audio-joiner.com,,0.0,1,12,1
10475,dvdplanet.com,,0.0,2,12,1
10476,healthywealthytraveller.com,,0.0,2,12,1
10477,ultimatehandyman.co.uk,,0.0,2,12,1
10478,d-30119501042165492092.ampproject.net,,0.0,1,12,1
10479,guratoh.blogspot.com,,0.0,1,12,1
10480,momskitchencooking.blogspot.com,,0.0,5,12,1
10481,yellow-pages.us.com,,0.0,2,12,1
10482,gratissoftware.nu,,0.0,1,12,1
10483,balitaboss.com,,0.0,16,12,1
10484,radio-rentals.com.au,,0.0,2,12,1
10485,southportvisiter.co.uk,,0.0,1,12,1
10486,epilupu.com,,0.0,1,12,1
10487,swingleft.org,,0.0,1,12,1
10488,biztribune.co.kr,,0.0,2,12,1
10489,preemietwins.com,,0.0,2,12,1
10490,teledramaturgia.com.br,,0.0,1,12,1
10491,wheresthestripclub.com,,0.0,1,12,1
10492,mac.magic.magic.clean.october.com,,0.0,15,12,1
10493,hellystar.com,,0.0,1,12,1
10494,updatebro.com,,0.0,2,12,1
10495,2an.ru,,0.0,1,12,1
10496,homeiswhatyoumakeit.com,,0.0,1,12,1
10497,mygarden.org,,0.0,1,12,1
10498,marchex.io,,0.0,1,12,1
10499,theinternationalreporter.org,,0.0,1,12,1
10500,forumaction.net,,0.0,1,12,1
10501,shelovesbiscotti.com,,0.0,2,12,1
10502,d-39980742771502209082.ampproject.net,,0.0,1,12,1
10503,myturbodiesel.com,,0.0,5,12,1
10504,prm.ua,,0.0,4,12,1
10505,imagenesdevirgendeguadalupe.com,,0.0,1,12,1
10506,hirtv.hu,,0.0,3,12,1
10507,Weather App - Lazure: Forecast and Widget,,0.0,1,12,1
10508,asroma.com,,0.0,5,12,1
10509,bafraburada.com,,0.0,1,12,1
10510,hello-world.com,,0.0,1,12,1
10511,nashfmgreenbay.com,,0.0,1,12,1
10512,http%3A%2F%2Fbenefitspro.co,,0.0,2,12,1
10513,dontgetserious.com,,0.0,5,12,1
10514,geezexperience.com,,0.0,8,12,1
10515,theuplandhunter.com,,0.0,2,12,1
10516,orvietosi.it,,0.0,1,12,1
10517,goodlifeupdate.com,,0.0,5,12,1
10518,nancyferrer.com,,0.0,3,12,1
10519,mamapeinao.gr,,0.0,2,12,1
10520,fundir.org,,0.0,3,12,1
10521,osel.cz,,0.0,1,12,1
10522,veryweb.info,,0.0,5,12,1
10523,diariovikingo.es,,0.0,6,12,1
10524,desperate-housewives-streaming.net,,0.0,2,12,1
10525,nao3.net,,0.0,3,12,1
10526,d-17905361351250299442.ampproject.net,,0.0,1,12,1
10527,vseodetishkax.ru,,0.0,1,12,1
10528,clownfishtv.com,,0.0,1,12,1
10529,chamonet.com,,0.0,1,12,1
10530,pblvfrance3.com,,0.0,1,12,1
10531,tvbanywhere.us,,0.0,9,12,1
10532,tuttopercasa.pi.it,,0.0,10,12,1
10533,d-39432430302770622079.ampproject.net,,0.0,1,12,1
10534,blog-italia.com,,0.0,4,12,1
10535,thememypc.net,,0.0,1,12,1
10536,freegovernmentcellphones.net,,0.0,1,12,1
10537,gotomix.com,,0.0,1,12,1
10538,kabbage.com,,0.0,2,12,1
10539,lemmymorgan.com,,0.0,1,12,1
10540,presstetouan.com,,0.0,2,12,1
10541,campingforums.com,,0.0,1,12,1
10542,pghcitypaper.com,,0.0,3,12,1
10543,rhodylife.com,,0.0,1,12,1
10544,editorsdepot.com,,0.0,3,12,1
10545,mwdoula.com,,0.0,3,12,1
10546,amazingmakeups.com,,0.0,1,12,1
10547,easymapsaccess.com,,0.0,2,12,1
10548,tsum.ru,,0.0,2,12,1
10549,Helicopter Sim Hellfire,,0.0,1,12,1
10550,collectorcarads.com,,0.0,10,12,1
10551,Baby Girl Fashion Suit,,0.0,1,12,1
10552,globalrph.com,,0.0,6,12,1
10553,competefashion.com,,0.0,3,12,1
10554,savoirville.gr,,0.0,2,12,1
10555,whypsy.com,,0.0,1,12,1
10556,cucuta7dias.com,,0.0,2,12,1
10557,nashville-theatre.com,,0.0,1,12,1
10558,celebswikibiography.com,,0.0,3,12,1
10559,casaspossiveis.blogspot.com.br,,0.0,1,12,1
10560,24hgold.com,,0.0,1,12,1
10561,bfmania.com,,0.0,1,12,1
10562,bipbap.ru,,0.0,4,12,1
10563,http://rubicon2.gezdcnjtgyydcnzs.com,,0.0,4,12,1
10564,swelsonenews.com,,0.0,21,12,1
10565,culture4u.pw,,0.0,4,12,1
10566,bluemanticketing.com,,0.0,13,12,1
10567,eleconomistaamerica.co,,0.0,8,12,1
10568,myarcade.de,,0.0,10,12,1
10569,wildjunket.com,,0.0,1,12,1
10570,vepeliculas.net,,0.0,1,12,1
10571,acpcongo.com,,0.0,7,12,1
10572,clxcommunications.com,,0.0,1,12,1
10573,she.hr,,0.0,2,12,1
10574,piktochart.com,,0.0,13,12,1
10575,altadefinizione01.video,,0.0,4,12,1
10576,elv.de,,0.0,2,12,1
10577,twohappycats.com,,0.0,6,12,1
10578,reglamentos-deportes.com,,0.0,2,12,1
10579,gpdsgames.com,,0.0,5,12,1
10580,802101.com,,0.0,2,12,1
10581,bumm.sk,,0.0,17,12,1
10582,fasterproperties.com,,0.0,10,12,1
10583,tearfreetravel.com,,0.0,3,12,1
10584,slkworld.com,,0.0,5,12,1
10585,wikilinks.fr,,0.0,3,12,1
10586,ksiegaimion.com,,0.0,1,12,1
10587,ewag.fr,,0.0,1,12,1
10588,pc-infopratique.com,,0.0,2,12,1
10589,avozdetrasosmontes.pt,,0.0,1,12,1
10590,torrentnote.com,,0.0,1,12,1
10591,ourenglishclass.net,,0.0,1,12,1
10592,lerolerocandelero.cf,,0.0,27,12,1
10593,interiorsbycolor.com,,0.0,1,12,1
10594,gigantes.com,,0.0,3,12,1
10595,energisa.com.br,,0.0,1,12,1
10596,cuidatuvista.com,,0.0,2,12,1
10597,semiseriouschefs.com,,0.0,5,12,1
10598,Santa Christmas Match 3 Puzzle,,0.0,2,12,1
10599,vivoremedio.net,,0.0,5,12,1
10600,billionaire.com,,0.0,1,12,1
10601,urbanwhisk.com,,0.0,3,12,1
10602,socpub.com,,0.0,1,12,1
10603,norsk-tipping.no,,0.0,12,12,1
10604,wgmods.net,,0.0,2,12,1
10605,momspotted.com,,0.0,1,12,1
10606,nightdev.com,,0.0,1,12,1
10607,������������������-���������������������������,,0.0,1,12,1
10608,Skins pack,,0.0,1,12,1
10609,bibliotika.com,,0.0,1,12,1
10610,alejakobiet.pl,,0.0,2,12,1
10611,swalker.org,,0.0,2,12,1
10612,flopmee.com,,0.0,1,12,1
10613,autonxt.net,,0.0,18,12,1
10614,tech360know.in,,0.0,2,12,1
10615,justlanded.com,,0.0,9,12,1
10616,masdemx.com,,0.0,3,12,1
10617,dreamvacationisland.com,,0.0,2,12,1
10618,ukcoffeeevents.co.uk,,0.0,2,12,1
10619,yakyuu.info,,0.0,4,12,1
10620,mattgbush.me,,0.0,1,12,1
10621,automobilemag.com,,0.0,15,12,1
10622,trugreen.com,,0.0,2,12,1
10623,sewingforaliving.com,,0.0,1,12,1
10624,exquis.ro,,0.0,1,12,1
10625,project-flora.net,,0.0,1,12,1
10626,aviatomser.com,,0.0,3,12,1
10627,blondelish.com,,0.0,1,12,1
10628,forum-maquettes-spatiales.com,,0.0,9,12,1
10629,bolaovip.com,,0.0,5,12,1
10630,sportsfilter.com,,0.0,1,12,1
10631,idogstory.com,,0.0,1,12,1
10632,frugaltravelguy.com,,0.0,7,12,1
